9482 4156  14 8.571428571428571
854087 67697  49 5.245283018867925
753348 811  -1 5.245283018867925
51083 9643  -1 5.2451923076923075
365800 61654  44 5.2451923076923075
55683 10705  -1 5.2451923076923075
295591 41675  52 5.2451923076923075
595184 74058  30 5.2451923076923075
924068 120129  60 5.245161290322581
703899 65083  -1 5.245161290322581
160332 22689  49 5.245098039215686
669728 47470  29 5.245033112582782
786237 96915  41 5.245
632206 27133  -1 5.244897959183674
807681 105434  60 5.244897959183674
534751 36068  49 5.244897959183674
419513 11059  70 5.244897959183674
367166 12243  47 5.244897959183674
12641 327  -1 5.244897959183674
289350 43404  37 5.244813278008299
809776 99120  51 5.244755244755245
936911 674  -1 5.244755244755245
278579 35786  45 5.244755244755245
94937 11059  70 5.244725738396625
24235 811  -1 5.244725738396625
228248 40642  -1 5.24468085106383
540877 40106  30 5.244604316546763
477389 61234  -1 5.244565217391305
451945 48227  50 5.244565217391305
203261 36981  -1 5.2444444444444445
405892 29949  33 5.2444444444444445
112399 26361  -1 5.2444444444444445
486956 73564  40 5.2444444444444445
787729 34058  44 5.2444444444444445
830436 63218  8 5.2444444444444445
112303 27675  -1 5.2443609022556394
499238 75159  -1 5.2443609022556394
192451 34759  39 5.244343891402715
75105 18450  -1 5.244318181818182
552772 64929  54 5.244274809160306
481776 68947  -1 5.244274809160306
777121 98141  31 5.244274809160306
94469 327  -1 5.244274809160306
174486 20941  62 5.244239631336406
411612 12243  47 5.244239631336406
369339 12194  32 5.244224422442244
382815 40797  -1 5.244186046511628
842973 98647  -1 5.244186046511628
4327 2204  -1 5.244186046511628
773264 103620  -1 5.244131455399061
894791 95118  45 5.244094488188976
164319 2350  81 (passed away January, 2011) 5.244067796610169
53826 6597  -1 5.244047619047619
674419 43437  38 5.244047619047619
250635 24454  -1 5.244019138755981
7776 3859  -1 5.243986254295533
403191 50432  -1 5.2439024390243905
924293 73564  40 5.2439024390243905
898673 44765  33 5.2439024390243905
301761 29154  -1 5.243827160493828
200398 18552  61 5.243816254416961
634244 16793  45 5.243801652892562
766014 64844  -1 5.243801652892562
174421 34459  -1 5.243781094527363
469989 25728  -1 5.24375
672858 91131  -1 5.24375
261316 11653  -1 5.243727598566308
632201 63244  11 5.243697478991597
634891 29156  56 5.243697478991597
819531 101668  -1 5.243697478991597
281582 3735  62 5.24367816091954
240502 34058  44 5.243670886075949
650548 23098  -1 5.243654822335025
129278 16241  -1 5.243589743589744
124684 28141  34 5.243542435424354
26209 674  -1 5.243478260869566
43270 6202  50 5.243478260869566
681094 74979  -1 5.243421052631579
78868 714  47 5.243421052631579
684336 7743  -1 5.243421052631579
108484 10413  -1 5.243386243386244
661263 37684  52 5.243386243386244
830018 65022  -1 5.243243243243243
20114 6202  50 5.243243243243243
605869 60614  -1 5.243243243243243
236262 2158  -1 5.243119266055046
32944 6130  -1 5.243119266055046
491589 36371  -1 5.2430939226519335
842918 82104  55 5.2430939226519335
41533 6624  80 5.243055555555555
69683 200  49 5.243055555555555
818278 44877  -1 5.243055555555555
532612 54431  36 5.243055555555555
461115 48228  62 (passed away March 9th, 2013) 5.243055555555555
42000 1368  41 5.243055555555555
292795 34114  55 5.243027888446215
771674 39429  61 5.242971887550201
146555 9763  39 5.242902208201893
580994 64610  -1 5.242857142857143
527546 59276  61 5.242857142857143
37014 11096  -1 5.242718446601942
665993 36068  49 5.242718446601942
319921 14453  44 5.2426778242677825
840820 101536  70 5.242647058823529
489412 75893  34 5.242603550295858
434440 3214  61 5.242574257425742
918370 66384  75 5.242574257425742
434341 67301  56 5.242574257425742
446433 6576  66 5.242574257425742
743651 811  -1 5.24251497005988
827236 59029  50 5.242424242424242
941545 23098  -1 5.242424242424242
712261 94855  51 5.242424242424242
60316 4851  -1 5.242307692307692
712115 64610  -1 5.242268041237113
309676 43565  60 5.242268041237113
705153 95021  32 5.24223602484472
932081 115307  26 5.2421875
786715 69192  32 5.2421875
778582 71167  -1 5.2421875
10162 811  -1 5.242105263157895
234589 37707  35 5.242009132420091
20852 2146  -1 5.241935483870968
523145 56057  32 5.241935483870968
820933 30584  42 5.241935483870968
905663 91342  69 5.241935483870968
324791 36001  56 5.241860465116279
42409 10848  -1 5.241830065359477
671467 60698  -1 5.241830065359477
740917 61348  42 5.241830065359477
127990 18552  61 5.241758241758242
131269 23680  61 5.241758241758242
523959 41794  41 5.241758241758242
98383 17092  34 5.241721854304636
876534 70661  -1 5.241610738255034
756956 24389  29 5.241610738255034
483167 56254  -1 5.241573033707865
881489 116664  37 5.241573033707865
869436 69192  32 5.241545893719807
571944 67343  67 5.241545893719807
471014 39566  32 5.241379310344827
288548 8178  40 5.241379310344827
932969 41211  34 5.241379310344827
603989 85156  36 5.241379310344827
830025 37444  66 5.241379310344827
258204 15711  64 5.241258741258742
703311 45755  37 5.241228070175438
767961 36981  -1 5.241228070175438
937722 115307  26 5.241176470588235
770114 98408  33 5.241176470588235
458814 67343  67 5.241176470588235
4228 1209  -1 5.241106719367589
134461 25371  -1 5.241071428571429
390689 35645  41 5.240909090909091
938610 104230  71 5.240875912408759
35459 3554  46 5.240875912408759
773829 58728  38 5.240875912408759
816101 74979  -1 5.240875912408759
352731 60503  31 5.2408376963350785
559879 68947  -1 5.2407407407407405
158829 32754  -1 5.240641711229946
613919 75328  26 5.240641711229946
821583 67343  67 5.240641711229946
675060 78821  29 5.2406015037593985
18717 5982  51 5.2406015037593985
374010 35613  -1 5.240566037735849
162710 31443  63 5.240566037735849
365284 24413  -1 5.240549828178694
727022 37684  52 5.2405063291139244
672815 79443  56 5.2405063291139244
125192 20115  69 5.2404181184668985
208974 32665  30 5.2404181184668985
86273 20407  43 5.2404181184668985
217770 36068  49 5.2404181184668985
887083 811  -1 5.24031007751938
222265 33652  -1 5.240282685512367
611120 71244  52 5.240259740259741
369714 56725  30 5.240259740259741
874285 63806  34 5.240259740259741
738465 48456  30 5.240259740259741
886165 63806  34 5.240259740259741
889450 115307  26 5.240223463687151
874932 116375  30 5.240174672489083
828806 97225  68 5.24015748031496
104830 24911  45 5.240131578947368
695648 67363  59 5.24
433117 54475  69 5.24
721266 65234  58 5.24
668402 59029  50 5.24
950999 33361  55 5.24
596790 64929  54 5.24
848186 103759  50 5.24
344352 12373  -1 5.24
803428 33769  37 5.24
468372 64703  33 5.24
129799 25017  53 5.2398753894081
75743 10039  41 5.239864864864865
382111 38407  -1 5.239819004524887
949944 61315  -1 5.239795918367347
426712 53690  37 5.239766081871345
255444 346  47 5.239766081871345
776733 97814  -1 5.239726027397261
486111 35947  -1 5.239669421487603
210614 8377  35 5.23963133640553
760042 88352  -1 5.239583333333333
185410 37103  38 5.239583333333333
570276 75598  -1 5.2395209580838324
422941 32161  37 5.2395209580838324
2197 875  -1 5.239495798319328
538254 60614  -1 5.23943661971831
650605 67361  -1 5.23943661971831
45127 10414  47 5.23943661971831
934165 125389  -1 5.23943661971831
923811 50864  -1 5.23943661971831
903781 97225  68 5.239316239316239
17902 4536  -1 5.239316239316239
288245 10858  36 5.239316239316239
521530 74059  46 5.2392638036809815
951655 107486  42 5.2392638036809815
818434 58728  38 5.239130434782608
846295 104230  71 5.239130434782608
830079 109962  59 5.239130434782608
211842 7560  42 5.239130434782608
235105 32754  -1 5.239024390243903
488443 29156  56 5.238993710691824
684139 44877  -1 5.238993710691824
515992 61073  -1 5.238938053097345
432037 62727  51 5.238888888888889
464542 2350  81 (passed away January, 2011) 5.238888888888889
875203 33361  55 5.2388059701492535
51792 2223  44 5.2388059701492535
56688 7969  49 5.2387096774193544
835090 90829  47 5.238636363636363
264124 14837  -1 5.23859649122807
1475 885  -1 5.238578680203045
11534 4162  44 5.238578680203045
316509 31443  63 5.2384615384615385
340151 48268  45 5.238434163701068
318928 43437  38 5.238372093023256
154285 14763  -1 5.238317757009346
381221 30982  -1 5.238297872340426
75280 18349  47 5.238255033557047
436323 66654  -1 5.238095238095238
122686 6130  -1 5.238095238095238
377432 51883  42 5.238095238095238
562332 14476  -1 5.238095238095238
15474 3735  62 5.238095238095238
285759 37779  28 5.238095238095238
782386 40973  8 5.238095238095238
904567 368  40 5.238095238095238
902415 101536  70 5.238095238095238
292400 33947  69 5.238095238095238
96397 20407  43 5.238095238095238
555105 27133  -1 5.238095238095238
448534 57851  32 5.237960339943343
345926 8437  34 5.237918215613383
28253 7743  -1 5.237864077669903
162806 35217  46 5.237864077669903
685215 11854  53 5.237864077669903
95168 6498  60 5.237837837837838
781885 66967  47 5.237804878048781
426723 65234  58 5.237804878048781
676090 67697  49 5.2377622377622375
802285 93409  24 5.2377622377622375
881899 2553  65 5.237704918032787
664821 65234  58 5.237704918032787
480210 66727  36 5.237668161434978
210921 39429  61 5.237668161434978
133780 18216  -1 5.237654320987654
322134 57406  31 5.237623762376238
362349 57636  18 5.237623762376238
950952 128809  52 5.2375
816892 7515  35 5.2375
61854 14837  -1 5.2375
356462 57701  49 5.237442922374429
476730 74622  33 5.237442922374429
382931 22975  42 5.237442922374429
155222 6519  54 5.237442922374429
354932 59195  -1 5.237442922374429
637789 70514  -1 5.237410071942446
766170 6498  60 5.237373737373737
664897 92065  -1 5.237373737373737
865317 115686  -1 5.237373737373737
730899 56254  -1 5.237373737373737
41361 811  -1 5.237288135593221
405961 65319  -1 5.237288135593221
734326 3214  61 5.237288135593221
617396 80691  46 5.237288135593221
361586 54475  69 5.2372093023255815
10124 368  40 5.237113402061856
943684 115307  26 5.237037037037037
815832 41675  52 5.237037037037037
346752 12231  65 5.237012987012987
118135 6498  60 5.237012987012987
520995 67145  -1 5.236994219653179
404996 62807  -1 5.236994219653179
246394 39483  45 5.23696682464455
446335 55767  49 5.23696682464455
22046 6565  -1 5.23696682464455
180221 22689  49 5.23696682464455
588592 76162  38 5.23696682464455
249416 44751  42 5.2369337979094075
935148 61315  -1 5.2368421052631575
831011 100831  -1 5.2368421052631575
924891 68504  76 5.2368421052631575
40092 9441  -1 5.2368421052631575
19186 6150  67 5.236734693877551
13031 5391  43 5.236714975845411
747389 73452  25 5.236714975845411
642101 60698  -1 5.236686390532545
885193 20395  36 5.236641221374046
824078 6576  66 5.236641221374046
480726 52992  40 5.236641221374046
763579 95059  30 5.236641221374046
50198 12194  32 5.236607142857143
759759 91091  27 5.236559139784946
930759 811  -1 5.236559139784946
125158 10432  51 5.236559139784946
759840 100433  -1 5.236559139784946
383925 53509  -1 5.236514522821577
768805 20662  -1 5.236486486486487
767246 674  -1 5.236486486486487
571796 54475  69 5.236453201970443
400907 57628  29 5.236363636363636
426805 43404  37 5.236363636363636
739668 44877  -1 5.236363636363636
456278 40973  8 5.236111111111111
931926 117955  66 5.236111111111111
287759 42132  -1 5.236051502145923
297113 41802  37 5.236051502145923
717594 95579  -1 5.236024844720497
797490 41794  41 5.236024844720497
253682 46570  -1 5.23598820058997
91787 10263  -1 5.235955056179775
758462 98005  -1 5.235955056179775
842929 63218  8 5.235955056179775
175711 4793  -1 5.235915492957746
280505 6498  60 5.235714285714286
230783 43610  -1 5.235714285714286
943650 8367  -1 5.235668789808917
728671 61315  -1 5.235668789808917
61737 6576  66 5.235668789808917
538785 78577  30 5.2356020942408374
841726 674  -1 5.2356020942408374
871163 15711  64 5.235555555555556
2357 1024  -1 5.235555555555556
249590 29904  -1 5.235494880546075
17689 2011  -1 5.235294117647059
915545 11854  53 5.235294117647059
677122 674  -1 5.235294117647059
611554 61073  -1 5.235294117647059
793721 45631  55 5.235294117647059
536291 64844  -1 5.235294117647059
257973 47486  -1 5.235294117647059
346465 28532  44 5.235294117647059
172373 14763  -1 5.235294117647059
850073 61234  -1 5.235294117647059
500130 76486  27 5.235074626865671
657003 88962  24 5.235042735042735
29177 1717  56 5.235023041474655
567917 79453  22 5.235
732016 64989  43 5.235
127865 25464  48 5.2349726775956285
488766 62727  51 5.234939759036145
20137 7706  38 5.234939759036145
610738 80594  57 5.23489932885906
727189 68504  76 5.23489932885906
600113 56275  -1 5.234875444839858
77493 20794  43 5.234848484848484
920953 101536  70 5.234848484848484
208827 39339  41 5.234848484848484
785878 63633  37 5.234848484848484
106361 18505  -1 5.234782608695652
166088 35274  26 5.23469387755102
199382 29156  56 5.234657039711191
175552 24951  60 5.23463687150838
863799 60910  49 5.23463687150838
631845 54778  -1 5.234567901234568
778336 35994  34 5.234567901234568
773478 16363  43 5.23448275862069
32047 2344  34 5.23448275862069
397116 57701  49 5.23448275862069
518187 30982  -1 5.23444976076555
429076 29293  -1 5.23444976076555
235800 40106  30 5.23444976076555
332115 52457  34 5.2344322344322345
952120 33361  55 5.234375
120678 2634  -1 5.234375
286272 49870  37 5.234375
21204 368  40 5.234375
832525 36981  -1 5.234375
200450 36650  31 5.234323432343234
425759 48115  30 5.234285714285714
481950 67361  -1 5.234285714285714
488320 67697  49 5.234285714285714
922620 91783  23 5.2342342342342345
187364 35746  56 5.234177215189874
909656 67343  67 5.234177215189874
322758 54731  38 5.234146341463415
28785 2712  44 5.234146341463415
436363 33542  38 5.234126984126984
66992 6576  66 5.23404255319149
577112 13207  41 5.23404255319149
151759 32672  33 5.23404255319149
10179 4430  43 5.23404255319149
335317 56714  55 5.23394495412844
472898 44611  59 5.233918128654971
254227 46463  35 5.233918128654971
9555 811  -1 5.233870967741935
277331 46570  -1 5.233870967741935
279398 47415  59 5.233846153846154
308880 811  -1 5.233830845771144
539602 74496  44 5.233695652173913
682050 11854  53 5.233695652173913
150587 34039  45 5.233644859813084
313689 24454  -1 5.233644859813084
623110 811  -1 5.233644859813084
933815 101536  70 5.233576642335766
726020 76843  -1 5.233576642335766
782574 14476  -1 5.233576642335766
183731 37779  28 5.233552631578948
81477 17578  -1 5.233502538071066
515415 14476  -1 5.233480176211454
31205 10726  42 5.233480176211454
632978 52992  40 5.233480176211454
292858 42891  47 5.233463035019455
29247 10286  45 5.233333333333333
903203 120058  -1 5.233333333333333
752915 66494  64 5.233333333333333
388859 22975  42 5.233201581027668
438021 43437  38 5.233201581027668
442488 44058  20 5.233183856502242
466438 59029  50 5.233128834355829
502018 67301  57 5.233128834355829
295313 38496  53 5.233050847457627
731415 93756  -1 5.233009708737864
422726 48228  62 (passed away March 9th, 2013) 5.232974910394265
886553 117980  -1 5.232876712328767
476117 73797  62 5.232876712328767
856966 6576  66 5.232824427480916
432061 66597  45 5.232804232804233
540989 18485  54 5.232758620689655
240142 27133  -1 5.232758620689655
522050 71285  36 5.232704402515723
421141 36999  -1 5.2326530612244895
164700 327  -1 5.232638888888889
231973 44058  20 5.232558139534884
429838 64209  -1 5.232558139534884
301730 2158  -1 5.232558139534884
192446 36231  44 5.232456140350878
819661 104537  51 5.232432432432432
955561 70484  46 5.232394366197183
955365 124815  -1 5.232394366197183
863827 97225  68 5.232394366197183
772482 25378  24 5.232380952380953
231786 39665  50 5.232323232323233
68762 16488  -1 5.232283464566929
669771 89511  46 5.232258064516129
743537 37444  66 5.232258064516129
611553 53781  40 5.232258064516129
486227 74605  58 (passed away April, 2008) 5.232142857142857
2549 1993  55 5.232142857142857
161267 33439  42 5.2320819112627985
343180 25728  -1 5.232067510548523
588787 73564  40 5.232044198895028
709122 88825  28 5.232044198895028
122102 20941  62 5.23202614379085
894754 106349  48 5.232
226957 33361  55 5.232
340315 39110  48 5.232
495680 65444  28 5.231884057971015
809767 74979  -1 5.231884057971015
428744 36371  -1 5.231884057971015
787831 102714  35 5.231884057971015
399402 61785  49 5.231884057971015
596194 74273  35 5.231788079470198
395030 45475  -1 5.2317073170731705
280341 48298  53 5.2317073170731705
8853 3080  -1 5.231660231660232
829307 99063  31 5.231660231660232
780345 105700  -1 5.231638418079096
336233 45793  69 5.231638418079096
8495 3669  50 5.231617647058823
436955 2158  -1 5.231578947368421
163470 29729  48 5.231578947368421
942094 47316  31 5.231578947368421
11480 3889  -1 5.231527093596059
572009 73661  51 5.231527093596059
301267 35545  -1 5.231481481481482
899219 89468  -1 5.231404958677686
278407 43298  28 5.231404958677686
906750 44877  -1 5.231404958677686
815776 107135  49 5.231343283582089
482630 37818  -1 5.231343283582089
484931 20849  65 5.2312925170068025
911857 67697  49 5.23125
950966 18505  -1 5.23125
291640 37779  28 5.23121387283237
203199 33947  69 5.23121387283237
366153 53964  60 5.231182795698925
248035 34114  55 5.231182795698925
366013 7560  42 5.231155778894473
394080 20849  65 5.231155778894473
118559 6624  80 5.231155778894473
411409 63218  8 5.231132075471698
754945 37252  55 5.231111111111111
636557 86902  37 5.231111111111111
445093 63486  30 5.231075697211155
251971 38407  -1 5.231060606060606
13778 1024  -1 5.230769230769231
848808 2158  -1 5.230769230769231
516698 74279  -1 5.230769230769231
912345 113412  -1 5.230769230769231
489087 73452  25 5.230769230769231
772748 67363  59 5.230769230769231
818390 100831  -1 5.230769230769231
303592 26045  38 5.230769230769231
563087 63218  8 5.230769230769231
772040 61315  -1 5.230769230769231
6785 2204  -1 5.230769230769231
427518 63360  -1 5.230769230769231
4079 596  34 5.230769230769231
897651 64929  54 5.230769230769231
593639 74273  35 5.230769230769231
322632 49031  51 5.230769230769231
404005 6532  -1 5.230769230769231
386609 11653  -1 5.230769230769231
878115 86077  35 5.230769230769231
282933 42891  47 5.230769230769231
158401 16385  -1 5.2304964539007095
262248 33947  69 5.2304964539007095
336597 16790  34 5.2304147465437785
841112 111167  48 5.230392156862745
666371 59029  50 5.230366492146596
318755 18450  -1 5.230366492146596
863825 63218  8 5.230337078651686
477150 29293  -1 5.230337078651686
913761 122121  26 5.230337078651686
502257 56672  39 5.2303030303030305
673422 32754  -1 5.2303030303030305
547219 80554  52 5.230263157894737
302118 29156  56 5.230263157894737
750385 91131  -1 5.230263157894737
582519 74605  58 (passed away April, 2008) 5.230263157894737
596152 83858  31 5.23021582733813
769091 13207  41 5.23015873015873
68699 19287  36 5.2301255230125525
457606 61971  36 5.230088495575221
447760 48115  30 5.230088495575221
237938 43463  -1 5.230088495575221
281813 14837  -1 5.230068337129841
333594 40106  30 5.23
36559 11241  37 5.23
793817 11854  53 5.23
228192 37103  38 5.229965156794425
639424 14476  -1 5.229946524064171
305967 15266  48 5.229946524064171
932915 811  -1 5.229946524064171
709818 97147  43 5.229946524064171
718996 82104  55 5.229946524064171
212391 34759  39 5.229773462783172
687820 88136  25 5.22972972972973
716990 44877  -1 5.22972972972973
810361 41675  52 5.22972972972973
475804 60639  35 5.22972972972973
441250 55642  41 5.229665071770335
325384 35513  37 5.229665071770335
301266 30982  -1 5.229665071770335
664950 90372  47 5.229629629629629
158839 32161  37 5.229629629629629
782632 28532  44 5.229629629629629
280669 43434  -1 5.229629629629629
360961 40679  37 5.229591836734694
86579 10673  57 5.229591836734694
764127 66654  -1 5.229571984435798
822682 97225  68 5.229508196721311
881999 105957  -1 5.229508196721311
506049 66384  75 5.229508196721311
367900 32754  -1 5.229508196721311
390384 29156  56 5.229508196721311
369682 50127  31 5.229508196721311
200261 34759  39 5.22945205479452
891590 47249  50 5.229411764705882
922543 59029  50 5.229357798165138
562418 81954  24 5.229357798165138
696507 54431  36 5.229299363057325
908659 119056  23 5.229299363057325
494554 74273  35 5.229299363057325
518991 62671  48 5.229166666666667
688686 70514  -1 5.229166666666667
377599 56945  34 5.229166666666667
931720 68504  76 5.229166666666667
196926 1570  -1 5.2290909090909095
229861 368  40 5.2290909090909095
889717 113019  -1 5.229050279329609
536956 67361  -1 5.229050279329609
843296 98339  56 5.229050279329609
594543 30982  -1 5.2290322580645165
546212 79085  -1 5.229007633587786
473318 40106  30 5.228915662650603
826007 47316  31 5.228915662650603
388706 64795  28 5.2288557213930345
621377 71244  52 5.228813559322034
441008 66384  75 5.228813559322034
448483 14763  -1 5.228813559322034
296843 33379  39 5.228813559322034
857943 78599  31 5.2287234042553195
356842 31399  -1 5.2287234042553195
141615 23511  -1 5.228699551569507
792359 54431  36 5.228571428571429
759331 95137  -1 5.228571428571429
19448 368  40 5.228571428571429
62959 14476  -1 5.228571428571429
450232 70558  -1 5.228571428571429
865142 53690  37 5.228571428571429
480283 37818  -1 5.228426395939087
663037 53642  34 5.228426395939087
126181 26361  -1 5.228426395939087
566310 14476  -1 5.228426395939087
682883 85679  39 5.228395061728395
61552 10848  -1 5.228395061728395
426588 53572  47 5.228373702422146
945456 100831  -1 5.228346456692913
245025 40484  -1 5.228310502283105
639738 62357  -1 5.228260869565218
543708 69722  -1 5.228260869565218
944467 30982  -1 5.228187919463087
933078 53509  -1 5.228187919463087
499179 3343  69 5.228136882129277
679384 93670  28 5.228070175438597
136345 20941  62 5.228070175438597
846127 11854  53 5.227941176470588
62150 12061  34 5.227941176470588
773301 64929  54 5.227941176470588
158952 6498  60 5.227941176470588
317204 43774  51 5.227941176470588
441102 68222  25 5.227906976744186
764727 64929  54 5.227906976744186
494260 72467  -1 5.227848101265823
933889 79121  36 5.227777777777778
276443 43714  -1 5.227758007117438
309376 36999  -1 5.227722772277228
337917 22922  37 5.227678571428571
305366 43437  38 5.227678571428571
885702 43565  60 5.227642276422764
633633 86379  41 5.227642276422764
168130 35727  41 5.227642276422764
695896 62671  48 5.227586206896552
424013 20407  43 5.227586206896552
123501 11078  68 5.227586206896552
562807 62357  -1 5.227544910179641
403827 46294  46 5.227513227513228
316682 48115  30 5.2274881516587675
412262 35545  -1 5.2274881516587675
358762 36371  -1 5.227467811158799
630382 69069  44 5.2272727272727275
483415 66384  75 5.2272727272727275
717038 71244  52 5.2272727272727275
795364 2158  -1 5.2272727272727275
4526 1792  72 5.2272727272727275
624736 75192  37 5.2272727272727275
403709 50120  -1 5.2272727272727275
386691 64571  46 5.2272727272727275
602819 80691  46 5.2272727272727275
438348 32754  -1 5.2272727272727275
682140 41675  52 5.2272727272727275
175300 28299  66 5.2272727272727275
480211 72722  38 5.2272727272727275
246128 16363  43 5.227118644067796
251354 41675  52 5.227091633466135
654714 39110  48 5.22707423580786
627888 41675  52 5.22707423580786
273816 37818  -1 5.227027027027027
583944 66384  75 5.227027027027027
801773 62727  51 5.226890756302521
320854 53719  -1 5.226851851851852
424095 63218  8 5.22680412371134
358440 51614  27 5.22680412371134
932884 125134  40 5.226666666666667
824662 23098  -1 5.226666666666667
560277 24389  29 5.226618705035971
776637 73942  -1 5.226600985221675
418671 54778  -1 5.2265625
723691 16793  45 5.2265625
794893 48389  37 5.2265625
682133 67343  67 5.226519337016574
591096 2350  81 (passed away January, 2011) 5.226519337016574
167499 32966  41 5.226495726495727
49013 4793  -1 5.226495726495727
205354 33542  38 5.226495726495727
434420 6498  60 5.226415094339623
426223 32754  -1 5.226415094339623
298614 12231  65 5.226351351351352
936506 107135  49 5.226315789473684
357270 53690  37 5.226315789473684
88208 7322  49 5.226315789473684
583251 32872  59 5.226277372262774
536736 36102  38 5.226277372262774
2430 1856  -1 5.226244343891403
419900 21216  26 5.226190476190476
124592 25464  48 5.226190476190476
763247 89763  -1 5.226053639846743
811030 68504  76 5.226027397260274
428607 54778  -1 5.226027397260274
473517 38198  -1 5.2259887005649714
465002 61971  36 5.2259887005649714
591272 61222  67 5.2259887005649714
382872 60396  54 5.225961538461538
74136 20759  50 5.225925925925926
474815 35947  -1 5.225806451612903
811504 61222  67 5.225806451612903
485591 74496  44 5.225806451612903
550614 46739  55 5.225806451612903
461155 61368  36 5.225806451612903
881927 57447  59 5.225806451612903
185866 23680  61 5.225663716814159
307309 50130  -1 5.225641025641026
332245 33652  -1 5.225531914893617
593205 67145  -1 5.2254901960784315
916411 97195  45 5.2254901960784315
117158 2764  68 5.225409836065574
854791 87751  -1 5.225352112676056
55581 12061  34 5.225352112676056
943086 70896  39 5.225352112676056
950251 121692  -1 5.225352112676056
242976 37272  -1 5.225296442687747
138576 29111  -1 5.225255972696246
919683 101668  -1 5.225225225225225
830669 103534  41 5.225165562913907
777367 59029  50 5.225165562913907
480524 56945  34 5.225130890052356
160102 30777  48 5.225130890052356
389713 64209  -1 5.225130890052356
282937 42638  50 5.2250922509225095
174202 7466  46 5.2250922509225095
732699 53781  40 5.225
606172 40484  -1 5.225
929278 57447  59 5.225
506029 41122  35 5.225
906813 116664  37 5.225
417996 6624  80 5.225
833845 87751  -1 5.224852071005917
381548 14476  -1 5.224852071005917
17437 5351  -1 5.224770642201835
701732 811  -1 5.224770642201835
759644 97225  68 5.224719101123595
12458 368  40 5.224719101123595
251944 17108  37 5.224669603524229
860773 68504  76 5.22463768115942
915811 22689  49 5.22463768115942
245939 15711  64 5.224598930481283
858339 74612  62 5.224598930481283
175252 11078  68 5.224561403508772
439447 56954  -1 5.224390243902439
482166 14614  -1 5.2243589743589745
219 327  -1 5.2243589743589745
699256 90372  47 5.2243589743589745
579150 62787  31 5.2243589743589745
179005 35274  26 5.224299065420561
84560 20849  65 5.224299065420561
467149 11078  68 5.224242424242425
662622 62578  40 5.224242424242425
318399 12448  54 5.2242152466367715
749941 86447  95 5.224137931034483
927899 115307  26 5.224137931034483
732808 14837  -1 5.224
891886 65083  -1 5.224
819252 94614  41 5.223958333333333
83346 14986  55 5.223880597014926
508068 66127  28 5.223880597014926
93815 17185  61 5.223880597014926
179708 37544  42 5.223826714801444
313292 33361  55 5.223809523809524
160582 6519  54 5.223776223776224
155667 1024  -1 5.223744292237443
338057 24111  56 5.223744292237443
659246 18450  -1 5.223684210526316
386799 10263  -1 5.223684210526316
738668 82707  -1 5.223684210526316
755262 13207  41 5.223684210526316
287931 34539  53 5.223628691983122
500247 22272  35 5.22360248447205
943307 98005  -1 5.22360248447205
376633 40106  30 5.223577235772358
499257 73929  -1 5.223577235772358
828746 66398  50 5.223529411764706
95692 18505  -1 5.223484848484849
61112 6957  -1 5.223484848484849
109628 22975  42 5.223484848484849
591156 63218  8 5.223463687150838
505380 46288  42 5.223463687150838
60791 12231  65 5.2234432234432235
298067 30982  -1 5.223404255319149
832486 98339  56 5.223404255319149
7719 368  40 5.223404255319149
122551 14763  -1 5.223404255319149
209837 40750  -1 5.223367697594502
711351 70265  -1 5.223350253807107
36543 7763  -1 5.223300970873787
233872 42826  35 5.223270440251572
846401 111343  24 5.223255813953489
141849 18349  47 5.223255813953489
677516 26081  50 5.223214285714286
343200 43191  -1 5.223140495867769
93322 22467  31 5.223076923076923
885309 45631  55 5.223076923076923
26363 1280  98 5.223076923076923
881197 61222  67 5.223076923076923
192907 6498  60 5.223048327137547
46114 6202  50 5.223021582733813
695997 61222  67 5.222972972972973
598004 62671  48 5.222972972972973
773101 66967  47 5.222972972972973
577443 80691  46 5.222929936305732
674019 81723  -1 5.22289156626506
591828 61654  44 5.222857142857142
478281 46177  60 5.2228260869565215
9760 2009  70 5.22279792746114
867379 116491  -1 5.2227722772277225
323977 56797  37 5.2227722772277225
932052 30446  35 5.2227722772277225
362233 55199  -1 5.222748815165877
282235 35545  -1 5.222707423580786
225583 4477  42 5.222707423580786
86468 22046  74 5.222222222222222
544229 18552  61 5.222222222222222
94875 20407  43 5.222222222222222
76843 20407  43 5.222222222222222
175739 33629  -1 5.222222222222222
447263 46177  60 5.222222222222222
476871 36371  -1 5.222222222222222
894222 674  -1 5.222222222222222
483392 40106  30 5.222222222222222
20514 3669  50 5.222222222222222
534855 18505  -1 5.222222222222222
124605 6130  -1 5.222222222222222
725761 66384  75 5.222222222222222
544490 6576  66 5.222222222222222
314807 14414  28 5.222222222222222
493422 811  -1 5.222222222222222
909257 61222  67 5.222222222222222
487043 70514  -1 5.222222222222222
946863 75001  25 5.222222222222222
850261 103759  50 5.222222222222222
447906 71401  30 5.221830985915493
230318 43298  28 5.221818181818182
204668 37684  52 5.221818181818182
349656 54176  27 5.221789883268483
943427 56167  62 5.221739130434782
139321 29948  -1 5.221719457013575
708484 88136  25 5.221649484536083
841513 61651  -1 5.221649484536083
759405 24389  29 5.221621621621622
479243 48389  37 5.221621621621622
137002 24961  41 5.221590909090909
782185 56754  31 5.221590909090909
122672 28400  42 5.221590909090909
